"mr_id","mr_magasin","mr_rayon"
"907","92","14"
"908","92","8"
"909","92","21"
"910","92","9"
"911","92","17"
"912","92","15"
"913","92","16"
"914","92","20"
"915","92","12"
"916","93","19"
"917","93","14"
"918","93","8"
"919","93","18"
"920","93","21"
"921","93","9"
"922","93","17"
"923","93","15"
"924","93","16"
"926","93","12"
"927","93","11"
"928","93","20"
"929","93","13"
"930","98","19"
"931","98","14"
"932","98","8"
"933","98","18"
"934","98","21"
"935","98","9"
"936","98","17"
"937","98","15"
"938","98","16"
"939","98","12"
"940","98","11"
"941","98","20"
"942","98","13"
"943","118","19"
"944","118","14"
"945","118","8"
"946","118","21"
"947","118","9"
"948","118","17"
"949","118","16"
"950","118","12"
"951","118","12"
"952","118","11"
"953","118","13"
"954","121","19"
"955","121","14"
"956","121","8"
"957","121","18"
"958","121","21"
"959","121","9"
"960","121","17"
"961","121","15"
"962","121","11"
"963","121","20"
"964","121","13"
"965","124","19"
"966","124","14"
"967","124","8"
"968","124","18"
"969","124","21"
"970","124","9"
"971","124","17"
"972","124","15"
"973","124","16"
"974","124","10"
"975","124","12"
"976","124","11"
"977","124","20"
"978","124","13"
"979","125","19"
"980","125","14"
"981","125","8"
"982","125","18"
"983","125","21"
"984","125","9"
"985","125","17"
"986","125","15"
"988","125","16"
"989","125","10"
"990","125","12"
"991","125","11"
"992","125","20"
"993","125","13"
"994","126","19"
"995","126","14"
"996","126","8"
"997","126","18"
"998","126","21"
"999","126","9"
"1000","126","9"
"1001","126","17"
"1002","126","15"
"1003","126","16"
"1004","126","12"
"1005","126","11"
"1006","126","20"
"1007","126","13"
"1008","132","14"
"1009","132","17"
"1010","132","20"
"1011","160","19"
"1012","160","14"
"1013","160","8"
"1014","160","18"
"1015","160","21"
"1016","160","9"
"1017","160","17"
"1018","160","15"
"1019","160","16"
"1020","160","10"
"1021","160","12"
"1022","160","11"
"1023","160","20"
"1024","160","13"
"1025","163","19"
"1026","163","14"
"1027","163","8"
"1028","163","18"
"1029","163","21"
"1030","163","9"
"1031","163","17"
"1032","163","15"
"1033","163","16"
"1034","163","10"
"1035","163","12"
"1036","163","11"
"1037","163","20"
"1038","163","13"
"1039","173","19"
"1040","173","14"
"1041","173","8"
"1042","173","18"
"1043","173","21"
"1044","173","9"
"1045","173","17"
"1046","173","15"
"1047","173","16"
"1050","173","10"
"1051","173","12"
"1052","173","11"
"1053","173","20"
"1054","173","13"
"1055","191","19"
"1056","191","14"
"1057","191","8"
"1058","191","18"
"1059","191","21"
"1060","191","9"
"1061","191","17"
"1062","191","15"
"1063","191","16"
"1064","191","12"
"1065","191","11"
"1066","191","13"
"1067","221","19"
"1068","221","14"
"1069","221","8"
"1070","221","18"
"1071","221","21"
"1072","221","9"
"1073","221","17"
"1074","221","15"
"1075","221","16"
"1076","221","10"
"1077","221","12"
"1078","221","11"
"1079","221","20"
"1080","221","13"
"1081","224","19"
"1082","224","14"
"1083","224","8"
"1084","224","18"
"1085","224","21"
"1086","224","9"
"1087","224","17"
"1088","224","15"
"1089","224","16"
"1090","224","10"
"1091","224","12"
"1092","224","11"
"1093","224","20"
"1094","224","13"
"1095","263","19"
"1096","263","14"
"1097","263","8"
"1098","263","18"
"1099","263","21"
"1100","263","9"
"1101","263","17"
"1102","263","15"
"1103","263","16"
"1104","263","10"
"1105","263","12"
"1106","263","11"
"1107","263","20"
"1108","263","13"
"1109","264","20"
"1110","268","19"
"1111","268","14"
"1112","268","8"
"1113","268","18"
"1114","268","21"
"1115","268","9"
"1116","268","17"
"1117","268","15"
"1118","268","16"
"1119","268","12"
"1120","268","11"
"1121","268","20"
"1122","268","13"
"1123","266","19"
"1124","266","14"
"1125","266","18"
"1126","266","8"
"1127","266","21"
"1128","266","9"
"1129","266","17"
"1130","266","16"
"1131","266","10"
"1132","266","12"
"1133","266","11"
"1134","266","20"
"1135","266","13"
"1136","270","22"
"1137","271","22"
"1139","6","19"
"1140","6","14"
"1141","6","21"
"1142","6","8"
"1144","85","19"
"1145","240","18"
"1146","240","14"
"1147","240","8"
"1148","240","21"
"1149","240","22"
"1150","240","9"
"1151","240","17"
"1152","240","15"
"1153","240","10"
"1154","240","12"
"1155","240","11"
"1156","240","20"
"1157","240","13"
"1159","210","14"
"1160","210","8"
"1161","210","11"
"1162","210","20"
"1163","210","13"
"1164","210","22"
"1165","210","18"
"1166","210","21"
"1167","210","9"
"1168","210","17"
"1169","210","15"
"1170","210","19"
"1171","210","12"
"1172","190","19"
"1173","190","14"
"1174","190","8"
"1175","190","18"
"1176","190","21"
"1177","190","9"
"1178","190","17"
"1179","190","15"
"1180","190","10"
"1181","190","12"
"1182","190","11"
"1183","190","20"
"1184","190","13"
"1185","257","22"
"1186","257","14"
"1187","257","18"
"1188","257","21"
"1189","257","9"
"1190","257","17"
"1191","257","15"
"1192","257","16"
"1193","257","12"
"1194","257","11"
"1195","257","20"
"1196","257","13"
"1197","257","8"
"1199","100","22"
"1200","100","19"
"1201","100","14"
"1202","100","8"
"1218","100","18"
"1219","100","13"
"1220","100","21"
"1221","100","9"
"1222","100","17"
"1223","100","15"
"1224","100","16"
"1225","100","11"
"1226","100","20"
"1227","179","14"
"1228","179","21"
"1229","179","9"
"1230","179","8"
"1231","179","17"
"1232","179","15"
"1233","179","11"
"1234","179","13"
"1235","179","20"
"1236","179","10"
"1237","199","19"
"1238","199","14"
"1239","199","8"
"1240","199","22"
"1241","199","18"
"1242","199","9"
"1243","199","21"
"1244","199","17"
"1245","199","15"
"1246","199","11"
"1247","199","20"
"1248","130","22"
"1249","130","19"
"1250","130","14"
"1251","130","8"
"1252","130","18"
"1253","130","21"
"1254","130","9"
"1255","130","17"
"1256","130","15"
"1257","130","16"
"1258","130","10"
"1259","130","12"
"1260","130","11"
"1261","130","20"
"1262","130","13"
"1263","247","19"
"1264","247","22"
"1265","247","14"
"1266","247","8"
"1267","247","18"
"1268","247","21"
"1269","247","9"
"1270","247","17"
"1271","247","15"
"1272","247","16"
"1273","247","11"
"1274","247","20"
"1275","247","13"
"1276","139","22"
"1277","139","14"
"1278","139","8"
"1279","139","21"
"1280","139","18"
"1281","139","9"
"1282","139","17"
"1283","139","15"
"1284","139","16"
"1285","139","12"
"1286","139","11"
"1287","139","20"
"1288","139","13"
"1289","225","19"
"1290","225","14"
"1291","225","18"
"1292","225","8"
"1293","225","21"
"1294","225","9"
"1295","225","17"
"1296","225","15"
"1297","225","16"
"1298","225","10"
"1299","225","12"
"1300","225","11"
"1301","225","20"
"1302","225","13"
"1303","283","22"
"1304","283","19"
"1305","283","8"
"1306","283","18"
"1307","283","21"
"1308","283","14"
"1309","283","9"
"1310","283","17"
"1311","283","15"
"1312","283","16"
"1313","283","10"
"1314","283","12"
"1315","283","11"
"1316","283","20"
"1317","283","13"
"1318","277","19"
"1319","277","14"
"1320","277","18"
"1321","277","21"
"1322","277","15"
"1323","277","16"
"1324","277","12"
"1325","277","20"
"1326","277","13"
"1327","277","8"
"1328","277","9"
"1330","277","17"
"1331","277","11"
"1332","22","22"
"1333","22","14"
"1334","22","19"
"1335","22","8"
"1336","22","18"
"1337","22","21"
"1338","22","9"
"1339","22","17"
"1340","22","15"
"1341","22","16"
"1342","22","12"
"1343","22","11"
"1344","22","20"
"1345","22","13"
"1348","246","9"
"1349","246","11"
"1350","246","17"
"1351","246","19"
"1352","246","8"
"1353","246","15"
"1354","246","18"
"1355","246","20"
"1356","246","13"
"1357","246","14"
"1358","246","21"
"1359","121","22"
"1360","137","22"
"1361","137","19"
"1362","137","14"
"1363","137","8"
"1364","137","18"
"1365","137","21"
"1366","137","9"
"1367","137","17"
"1368","137","15"
"1369","137","16"
"1370","137","12"
"1371","137","20"
"1372","137","11"
"1373","276","19"
"1374","276","9"
"1375","81","19"
"1376","81","22"
"1377","239","14"
"1378","239","13"
"1379","239","21"
"1380","239","9"
"1381","239","15"
"1382","239","16"
"1383","239","12"
"1384","239","11"
"1385","239","17"
"1386","239","8"
"1387","239","20"
"1388","276","15"
"1389","81","10"
"1390","137","13"
"1391","285","22"
"1392","285","14"
"1393","285","8"
"1394","285","21"
"1395","285","9"
"1396","285","17"
"1397","285","15"
"1398","285","16"
"1399","285","10"
"1400","285","11"
"1401","285","20"
"1402","289","14"
"1403","289","9"
"1404","289","16"
"1405","289","21"
"1406","289","18"
"1407","289","12"
"1408","289","15"
"1409","289","11"
"1410","289","13"
"1411","289","17"
"1412","289","8"
"1413","289","19"
"1414","289","20"
"1415","289","22"
"1416","94","22"
"1417","94","14"
"1418","94","8"
"1419","94","18"
"1420","94","21"
"1421","94","9"
"1422","94","17"
"1423","94","15"
"1424","94","16"
"1425","94","10"
"1426","94","11"
"1427","94","20"
"1428","94","13"
"1429","136","19"
"1430","136","14"
"1431","136","8"
"1432","136","18"
"1433","136","9"
"1434","136","17"
"1435","136","21"
"1436","136","15"
"1437","136","16"
"1438","136","12"
"1439","136","11"
"1440","136","13"
"1441","136","20"
"1442","136","22"
"1443","218","22"
"1444","218","19"
"1445","218","14"
"1446","218","8"
"1447","218","18"
"1448","218","21"
"1449","218","9"
"1450","218","17"
"1451","218","15"
"1452","218","16"
"1453","218","11"
"1454","218","20"
"1455","218","13"
"1456","218","22"
"1457","250","12"
"1458","54","22"
"1459","137","10"
"1460","299","22"
"1477","302","22"
"1478","302","19"
"1479","302","14"
"1481","302","18"
"1482","302","21"
"1483","302","9"
"1484","302","17"
"1485","302","15"
"1486","302","16"
"1487","302","10"
"1488","302","12"
"1489","302","11"
"1490","302","20"
"1491","302","13"
"1507","190","16"
"1508","303","19"
"1509","303","14"
"1510","303","8"
"1511","303","9"
"1512","303","21"
"1513","303","17"
"1514","303","15"
"1515","303","16"
"1516","303","10"
"1517","303","11"
"1518","303","20"
"1519","303","13"
"1520","303","18"
"1521","303","22"
"1522","303","12"
"1525","305","19"
"1526","305","18"
"1527","305","21"
"1528","305","9"
"1529","305","17"
"1530","305","14"
"1531","305","15"
"1532","305","16"
"1533","305","11"
"1534","305","20"
"1535","305","13"
"1536","305","8"
"1537","305","22"
"1538","304","22"
"1539","304","14"
"1540","304","8"
"1541","304","18"
"1542","304","21"
"1543","304","9"
"1544","304","17"
"1545","304","15"
"1546","304","10"
"1547","304","11"
"1548","304","20"
"1549","304","13"
"1550","304","19"
"1551","171","19"
"1552","171","14"
"1553","171","8"
"1554","171","18"
"1555","171","21"
"1556","171","9"
"1557","171","17"
"1558","171","15"
"1559","171","16"
"1560","171","10"
"1561","171","12"
"1562","171","11"
"1563","171","20"
"1564","171","13"
"1565","297","19"
"1566","297","14"
"1567","297","8"
"1568","297","18"
"1569","297","21"
"1570","297","9"
"1571","297","17"
"1572","297","15"
"1573","297","16"
"1574","297","10"
"1575","297","12"
"1576","297","11"
"1577","297","20"
"1578","297","13"
"1579","271","19"
"1580","271","14"
"1581","271","8"
"1582","271","18"
"1583","271","21"
"1584","271","9"
"1585","271","17"
"1586","271","15"
"1587","271","16"
"1588","271","10"
"1589","271","12"
"1590","271","11"
"1591","271","20"
"1593","135","19"
"1594","135","14"
"1595","135","8"
"1596","135","21"
"1597","135","9"
"1598","135","17"
"1599","135","15"
"1600","135","16"
"1601","135","10"
"1602","135","11"
"1603","135","20"
"1604","135","13"
"1605","306","8"
"1606","306","9"
"1607","306","11"
"1608","306","12"
"1609","306","10"
"1610","306","13"
"1611","306","15"
"1612","306","14"
"1613","306","19"
"1614","306","18"
"1615","306","17"
"1616","306","21"
"1617","306","16"
"1618","306","20"
"1619","306","22"
"1635","309","19"
"1636","309","14"
"1637","309","8"
"1638","309","18"
"1639","309","21"
"1640","309","9"
"1641","309","17"
"1642","309","15"
"1643","309","16"
"1644","309","12"
"1645","309","11"
"1646","309","20"
"1647","309","13"
"1648","310","22"
"1649","310","19"
"1650","310","14"
"1651","310","8"
"1652","310","18"
"1653","310","21"
"1654","310","9"
"1655","310","17"
"1656","310","15"
"1657","310","16"
"1658","310","12"
"1659","310","11"
"1660","310","20"
"1661","310","13"
"1662","197","22"
"1663","197","9"
"1664","197","8"
"1665","197","11"
"1666","197","15"
"1667","197","13"
"1668","197","12"
"1669","197","14"
"1670","197","19"
"1671","197","21"
"1672","197","17"
"1673","197","20"
"1674","19","14"
"1675","19","22"
"1676","19","8"
"1677","19","17"
"1678","19","13"
"1679","19","11"
"1680","19","18"
"1681","19","21"
"1682","19","9"
"1683","19","15"
"1684","19","16"
"1685","19","12"
"1686","19","10"
"1687","19","20"
"1688","312","19"
"1689","312","14"
"1690","312","8"
"1691","312","21"
"1692","312","9"
"1693","312","17"
"1694","312","12"
"1695","312","11"
"1696","312","20"
"1697","313","19"
"1698","313","14"
"1699","313","8"
"1700","313","21"
"1701","313","21"
"1702","313","17"
"1703","313","15"
"1704","313","16"
"1705","313","12"
"1706","313","11"
"1707","313","20"
"1708","313","13"
"1709","313","18"
"1710","314","22"
"1711","314","19"
"1712","314","14"
"1713","314","8"
"1714","314","9"
"1715","314","17"
"1716","314","15"
"1717","314","12"
"1718","314","11"
"1719","314","20"
"1720","314","13"
"1721","315","19"
"1722","315","14"
"1723","315","8"
"1724","315","18"
"1725","315","21"
"1726","315","9"
"1727","315","17"
"1728","315","15"
"1729","315","16"
"1730","315","12"
"1731","315","11"
"1732","315","20"
"1733","315","13"
"1734","316","19"
"1735","316","14"
"1736","316","8"
"1737","316","9"
"1738","316","15"
"1739","316","21"
"1740","316","17"
"1741","316","12"
"1742","316","11"
"1743","316","20"
"1744","316","18"
"1745","317","19"
"1746","317","14"
"1747","317","18"
"1748","317","21"
"1749","317","17"
"1750","317","15"
"1751","317","16"
"1752","317","12"
"1753","317","20"
"1754","317","13"
"1755","317","11"
"1756","317","8"
"1757","317","9"
"1758","319","22"
"1759","319","19"
"1760","319","14"
"1761","319","8"
"1762","319","18"
"1763","319","21"
"1764","319","9"
"1765","319","17"
"1766","319","15"
"1767","319","16"
"1768","319","12"
"1769","319","11"
"1770","319","20"
"1771","319","13"
"1772","317","10"
"1773","317","22"
"1774","321","22"
"1775","321","19"
"1776","321","8"
"1777","321","18"
"1778","321","14"
"1779","321","21"
"1780","321","9"
"1781","321","17"
"1782","321","15"
"1783","321","16"
"1784","321","10"
"1785","321","12"
"1786","321","11"
"1787","321","20"
"1788","321","13"
"1789","286","22"
"1790","286","14"
"1791","286","18"
"1792","286","21"
"1793","286","9"
"1794","286","17"
"1795","286","15"
